synonyms,species,dataset
Branta_sandvicensis,Nesochen_sandvicensis,itis2
Gymnogyps_californianus,Vultur_californianus,itis2
Elanus_axillaris,Elanus_notatus,itis2
Chelictinia_riocourii,Elanus_riocourii,itis2
Ictinia_mississippiensis,Ictinia_misisippiensis,itis2
Helicolestes_hamatus,Rostrhamus_hamatus,itis2
Erythrotriorchis_buergersi,Accipiter_buergersi,itis2
Accipiter_francesiae,Accipiter_francesii,itis2
Percnohierax_leucorrhous,Buteo_leucorrhous,itis2
Rupornis_magnirostris,Buteo_magnirostris,itis2
Buteo_oreophilus,Buteo_areophilus,itis2
Hieraaetus_wahlbergi,Aquila_wahlbergi,itis2
Pernis_ptilorhynchus,Pernis_ptilorhyncus,itis2
Icthyophaga_ichthyaetus,Ichthyophaga_ichthyaetus,itis2
Icthyophaga_humilis,Ichthyophaga_nana,itis2
Necrosyrtes_monachus,Neophron_manachus,itis2
Torgos_tracheliotus,Aegypius_tracheliotus,itis2
Micronisus_gabar,Melierax_gabar,itis2
Leucopternis_lacernulatus,Leucopternis_lacernulata,itis2
Leucopternis_plumbeus,Leucopternis_plumbea,itis2
Leucopternis_polionotus,Leucopternis_polionota,itis2
Leucopternis_schistaceus,Leucopternis_schistacea,itis2
Leucopternis_semiplumbeus,Leucopternis_semiplumbea,itis2
Buteogallus_meridionalis,Heterospizias_meridianalis,itis2
Hieraaetus_pennatus,Hieraaetus_dubius,itis2
Aquila_fasciata,Hieraaetus_fasciatus,itis2
Lophotriorchis_kienerii,Hieraaetus_kienerii,itis2
Spizaetus_melanoleucus,Spizastur_melanoleucus,itis2
Aquila_africana,Spizaetus_africanus,itis2
Nisaetus_alboniger,Spizaetus_alboniger,itis2
Nisaetus_bartelsi,Spizaetus_bartelsi,itis2
Nisaetus_cirrhatus,Spizaetus_cirrhatus,itis2
Nisaetus_lanceolatus,Spizaetus_lanceolatus,itis2
Nisaetus_nanus,Spizaetus_nanus,itis2
Nisaetus_nipalensis,Spizaetus_nipalensis,itis2
Nisaetus_philippensis,Spizaetus_philippensis,itis2
Spizaetus_isidori,Oroaetus_isidori,itis2
Falco_araeus,Falco_araea,itis2
Falco_cuvierii,Falco_cuvieri,itis2
Ibycter_americanus,Daptrius_americanus,itis2
Spiziapteryx_circumcincta,Spiziapteryx_circumcinctus,itis2
Microhierax_melanoleucos,Microhierax_melanoleucus,itis2
Caracara_plancus,Polyborus_plancus,itis2
Megapodius_pritchardii,Megapodius_pritchardi,itis2
Eulipoa_wallacei,Megapodius_wallacei,itis2
Talegalla_fuscirostris,Talegalla_fuscirostis,itis2
Ortalis_cinereiceps,Ortalis_cienericeps,itis2
Ortalis_leucogastra,Ortalis_leucogaster,itis2
Mitu_mitu,Crax_mitu,itis2
Pauxi_pauxi,Crax_pauxi,itis2
Mitu_salvini,Crax_salvini,itis2
Mitu_tomentosum,Crax_tomentosa,itis2
Pauxi_unicornis,Crax_unicornis,itis2
Dendragapus_obscurus,Dendrogapus_obscurus,itis2
Falcipennis_canadensis,Dendrogapus_canadensis,itis2
Falcipennis_falcipennis,Dendragapus_falcipennis,itis2
Falcipennis_canadensis,Canachites_canadensis,itis2
Tetrastes_bonasia,Bonasa_bonasia,itis2
Tetrastes_sewerzowi,Bonasa_sewerzowi,itis2
Lagopus_muta,Lagopus_mutus,itis2
Lagopus_leucura,Lagopus_leucurus,itis2
Tympanuchus_phasianellus,Pedioecetes_phasianellus,itis2
Falcipennis_canadensis,Dendragapus_canadensis,itis2
Callipepla_californica,Lophortyx_californica,itis2
Callipepla_gambelii,Lophortyx_gambelii,itis2
Callipepla_douglasii,Lophortyx_douglasii,itis2
Perdix_dauurica,Perdix_dauuricae,itis2
Perdix_hodgsoniae,Perdix_hodgson,itis2
Dendrortyx_macroura,Dendrortyx_macrora,itis2
Tetraogallus_caucasicus,Tetraogallus_caucasius,itis2
Francolinus_pintadeanus,Francolinus_pindateanus,itis2
Margaroperdix_madagarensis,Margaroperdix_madagascariensis,itis2
Melanoperdix_niger,Melanoperdix_nigra,itis2
Coturnix_coturnix,Coturnix_corturnix,itis2
Coturnix_novaezelandiae,Coturnix_novaezealandiae,itis2
Coturnix_ypsilophora,Synoicus_ypsilophorus,itis2
Arborophila_charltonii,Arborophila_charltoni,itis2
Caloperdix_oculeus,Caloperdix_oculea,itis2
Rollulus_rouloul,Rollulus_roulroul,itis2
Bambusicola_thoracicus,Bambusicola_thoracica,itis2
Ithaginis_cruentus,Ithaginus_cruentus,itis2
Lophophorus_lhuysii,Lophophorus_ihuysii,itis2
Lophura_leucomelanos,Lophura_leucomelana,itis2
Lophura_swinhoii,Lophura_swinhoei,itis2
Gallus_lafayetii,Gallus_lafayettii,itis2
Syrmaticus_reevesii,Syrmaticus_reevesi,itis2
Polyplectron_napoleonis,Polyplectron_emphanum,itis2
Polyplectron_chalcurum,Polyplectron_chalcurus,itis2
Afropavo_congensis,Afropava_congensis,itis2
Oreortyx_pictus,Oreotyx_pictus,itis2
Meleagris_ocellata,Agriocharis_ocellata,itis2
Turnix_castanotus,Turnix_castanota,itis2
Turnix_hottentottus,Turnix_hottentotta,itis2
Turnix_maculosus,Turnix_maculosa,itis2
Turnix_ocellatus,Turnix_ocellata,itis2
Turnix_sylvaticus,Turnix_sylvatica,itis2
Turnix_varius,Turnix_varia,itis2
Ortyxelos_meiffrenii,Ortyxelox_meiffrenii,itis2
Bugeranus_carunculatus,Grus_carunculatus,itis2
Anthropoides_paradiseus,Anthropoides_paradisea,itis2
Pardirallus_maculatus,Rallus_maculatus,itis2
Pardirallus_nigricans,Rallus_nigricans,itis2
Gallirallus_owstoni,Rallus_owstoni,itis2
Lewinia_pectoralis,Rallus_pectoralis,itis2
Gallirallus_philippensis,Rallus_philippensis,itis2
Rougetius_rougetii,Rallus_rougetii,itis2
Pardirallus_sanguinolentus,Rallus_sanguinolentus,itis2
Gallirallus_striatus,Rallus_striatus,itis2
Gallirallus_torquatus,Rallus_torquatus,itis2
Gallirallus_wakensis,Rallus_wakensis,itis2
Coturnicops_exquisitus,Porzana_exquisita,itis2
Aenigmatolimnas_marginalis,Porzana_marginalis,itis2
Anurolimnas_fasciatus,Laterallus_fasciatus,itis2
Anurolimnas_viridis,Laterallus_viridis,itis2
Porphyrio_martinica,Porphyrula_martinica,itis2
Porphyrio_alleni,Porphyrula_alleni,itis2
Porphyrio_flavirostris,Porphyrula_flavirostris,itis2
Gallirallus_sylvestris,Tricholimnas_sylvestris,itis2
Rallina_leucospila,Rallicula_leucospila,itis2
Rallina_forbesi,Rallicula_forbesi,itis2
Rallina_mayri,Rallicula_mayri,itis2
Rallina_rubra,Rallicula_rubra,itis2
Gallinula_silvestris,Edithornis_silvestris,itis2
Gallirallus_insignis,Habropteryx_insignis,itis2
Amaurornis_flavirostra,Limnocorax_flavirostra,itis2
Porzana_atra,Nesophylax_ater,itis2
Porzana_cinerea,Poliolimnas_cinereus,itis2
Gallinula_melanops,Porphyriops_melanops,itis2
Gallinula_mortierii,Tribonyx_mortierii,itis2
Gallinula_ventralis,Tribonyx_ventralis,itis2
Amaurornis_isabellina,Amaurornis_isabellinus,itis2
Amaurornis_olivacea,Amaurornis_olivaceus,itis2
Gallinula_nesiotis,Porphyriornis_nesiotis,itis2
Porphyrio_mantelli,Notornis_mantelli,itis2
Heliopais_personatus,Heliopais_personata,itis2
Tetrax_tetrax,Otis_tetrax,itis2
Afrotis_afra,Eupodotis_afra,itis2
Houbaropsis_bengalensis,Eupodotis_bengalensis,itis2
Lissotis_hartlaubii,Eupodotis_hartlaubii,itis2
Lissotis_melanogaster,Eupodotis_melanogaster,itis2
Lophotis_ruficrista,Eupodotis_ruficrista,itis2
Sypheotides_indicus,Sypheotides_indica,itis2
Erythrogonys_cinctus,Charadrius_cinctus,itis2
Thinornis_rubricollis,Charadrius_cucullatus,itis2
Elseyornis_melanops,Charadrius_melanops,itis2
Thinornis_novaeseelandiae,Charadrius_novaeseelandiae,itis2
Charadrius_morinellus,Eudromias_morinellus,itis2
Charadrius_modestus,Zonibyx_modestus,itis2
Scolopax_minor,Philohela_minor,itis2
Gallinago_gallinago,Capella_gallinago,itis2
Actitis_macularius,Actitis_macularia,itis2
Actitis_hypoleucos,Tringa_hypoleucos,itis2
Aechmorhynchus_parvirostris,Tringa_cancellatus,itis2
Xenus_cinereus,Tringa_cinereus,itis2
Actitis_macularius,Tringa_macularia,itis2
Tringa_incana,Heteroscelus_incanus,itis2
Tringa_brevipes,Heteroscelus_brevipes,itis2
Tringa_semipalmata,Catoptrophorus_semipalmatus,itis2
Calidris_acuminata,Calidris_cooperi,itis2
Calidris_ferruginea,Calidris_cooperi,itis2
Calidris_himantopus,Calidris_himantopis,itis2
Calidris_himantopus,Micropalama_himantopus,itis2
Phalaropus_tricolor,Steganopus_tricolor,itis2
Phalaropus_lobatus,Lobipes_lobatus,itis2
Esacus_magnirostris,Burhinus_magnirostris,itis2
Rhinoptilus_africanus,Cursorius_africanus,itis2
Rhinoptilus_bitorquatus,Cursorius_bitorquatus,itis2
Rhinoptilus_chalcopterus,Cursorius_chalcopterus,itis2
Rhinoptilus_cinctus,Cursorius_cinctus,itis2
Stiltia_isabella,Glareola_isabella,itis2
Chionis_albus,Chionis_alba,itis2
Stercorarius_skua,Catharacta_skua,itis2
Stercorarius_maccormicki,Catharacta_maccormicki,itis2
Chroicocephalus_ridibundus,Larus_ridibundus,itis2
Leucophaeus_atricilla,Larus_atricilla,itis2
Leucophaeus_pipixcan,Larus_pipixcan,itis2
Chroicocephalus_philadelphia,Larus_philadelphia,itis2
Hydrocoloeus_minutus,Larus_minutus,itis2
Ichthyaetus_audouinii,Larus_audouinii,itis2
Rissa_brevirostris,Larus_brevirostris,itis2
Chroicocephalus_brunnicephalus,Larus_brunnicephalus,itis2
Chroicocephalus_bulleri,Larus_bulleri,itis2
Chroicocephalus_cirrocephalus,Larus_cirrocephalus,itis2
Pagophila_eburnea,Larus_eburnea,itis2
Leucophaeus_fuliginosus,Larus_fuliginosus,itis2
Chroicocephalus_genei,Larus_genei,itis2
Ichthyaetus_hemprichii,Larus_hemprichii,itis2
Ichthyaetus_ichthyaetus,Larus_ichthyaetus,itis2
Ichthyaetus_leucophthalmus,Larus_leucophthalmus,itis2
Chroicocephalus_maculipennis,Larus_maculipennis,itis2
Ichthyaetus_melanocephalus,Larus_melanocephalus,itis2
Leucophaeus_modestus,Larus_modestus,itis2
Chroicocephalus_novaehollandiae,Larus_novaehollandiae,itis2
Ichthyaetus_relictus,Larus_relictus,itis2
Rhodostethia_rosea,Larus_rosea,itis2
Xema_sabini,Larus_sabini,itis2
Chroicocephalus_saundersi,Larus_saundersi,itis2
Leucophaeus_scoresbii,Larus_scoresbii,itis2
Chroicocephalus_serranus,Larus_serranus,itis2
Rissa_tridactyla,Larus_tridactyla,itis2
Onychoprion_aleuticus,Sterna_aleutica,itis2
Onychoprion_fuscatus,Sterna_fuscata,itis2
Onychoprion_anaethetus,Sterna_anaethetus,itis2
Sternula_albifrons,Sterna_albifrons,itis2
Sternula_balaenarum,Sterna_balaenarum,itis2
Thalasseus_bengalensis,Sterna_bengalensis,itis2
Thalasseus_bergii,Sterna_bergii,itis2
Sternula_lorata,Sterna_lorata,itis2
Onychoprion_lunatus,Sterna_lunata,itis2
Sternula_nereis,Sterna_nereis,itis2
Sternula_saundersi,Sterna_saundersi,itis2
Sternula_superciliaris,Sterna_superciliaris,itis2
Thalasseus_bernsteini,Sterna_zimmermanni,itis2
Thalasseus_maximus,Sterna_maxima,itis2
Sternula_antillarum,Sterna_antillarum,itis2
Hydroprogne_caspia,Sterna_caspia,itis2
Thalasseus_elegans,Sterna_elegans,itis2
Gelochelidon_nilotica,Sterna_nilotica,itis2
Thalasseus_sandvicensis,Sterna_sandvicensis,itis2
Thalasseus_maximus,Thalasseus_maxima,itis2
Chlidonias_niger,Chilidonias_niger,itis2
Chlidonias_leucopterus,Chilidonias_leucopterus,itis2
Procelsterna_cerulea,Procelsterna_caerulea,itis2
Leucophaeus_scoresbii,Gabianus_scoresbyi,itis2
Rynchops_niger,Rynchops_nigra,itis2
Pinguinus_impennis,Penguinus_impennis,itis2
Synthliboramphus_hypoleucus,Brachyramphus_hypoleuca,itis2
Synthliboramphus_craveri,Endomychura_craveri,itis2
Synthliboramphus_hypoleucus,Endomychura_hypoleucus,itis2
Aethia_psittacula,Cyclorrhynchus_psittacula,itis2
Fratercula_cirrhata,Lunda_cirrhata,itis2
Brachyramphus_brevirostris,Brachyrampus_brevirostris,itis2
Brachyramphus_marmoratus,Brachyrampus_marmoratus,itis2
Patagioenas_leucocephala,Columba_leucocephala,itis2
Patagioenas_squamosa,Columba_squamosa,itis2
Patagioenas_fasciata,Columba_fasciata,itis2
Patagioenas_flavirostris,Columba_flavirostris,itis2
Patagioenas_araucana,Columba_araucana,itis2
Columba_arquatrix,Columba_arguatrix,itis2
Patagioenas_caribaea,Columba_caribaea,itis2
Patagioenas_cayennensis,Columba_cayennensis,itis2
Patagioenas_nigrirostris,Columba_chiriquensis,itis2
Patagioenas_corensis,Columba_corensis,itis2
Columba_elphinstonii,Columba_elphinstoni,itis2
Patagioenas_goodsoni,Columba_goodsoni,itis2
Columba_hodgsonii,Columba_hodgsoni,itis2
Patagioenas_inornata,Columba_inornata,itis2
Patagioenas_maculosa,Columba_maculosa,itis2
Streptopelia_mayeri,Columba_mayeri,itis2
Patagioenas_nigrirostris,Columba_nigrirostris,itis2
Patagioenas_oenops,Columba_oenops,itis2
Columba_oliviae,Columba_olivae,itis2
Patagioenas_picazuro,Columba_picazuro,itis2
Patagioenas_plumbea,Columba_plumbea,itis2
Columba_pollenii,Columba_polleni,itis2
Patagioenas_speciosa,Columba_speciosa,itis2
Patagioenas_subvinacea,Columba_subvinacea,itis2
Columba_torringtonii,Columba_torringtoni,itis2
Columbina_inca,Scardafella_inca,itis2
Columba_larvata,Aplopelia_larvata,itis2
Reinwardtoena_reinwardtii,Reinwardtoena_reinwardtsi,itis2
Geophaps_plumifera,Petrophassa_plumifera,itis2
Geophaps_scripta,Petrophassa_scripta,itis2
Geophaps_smithii,Petrophassa_smithii,itis2
Phapitreron_amethystinus,Phapitreron_amethystina,itis2
Treron_bicinctus,Treron_bicincta,itis2
Treron_oxyurus,Treron_oxyura,itis2
Treron_phoenicopterus,Treron_phoenicoptera,itis2
Treron_psittaceus,Treron_psittacea,itis2
Treron_sphenurus,Treron_sphenura,itis2
Ptilinopus_bernsteinii,Ptilinopus_formosus,itis2
Ptilinopus_hyogastrus,Ptilinopus_hyogastra,itis2
Ptilinopus_melanospilus,Ptilinopus_melanospila,itis2
Ptilinopus_nainus,Ptilinopus_naina,itis2
Chalcopsitta_sintillata,Chalcopsitta_scintillata,itis2
Eos_histrio,Eos_historio,itis2
Eos_reticulata,Eos_reticulara,itis2
Pseudeos_fuscata,Pseudeos_fusata,itis2
Psitteuteles_goldiei,Trichoglossus_goldiei,itis2
Psitteuteles_iris,Trichoglossus_iris,itis2
Trichoglossus_johnstoniae,Trichoglossus_johnstoni,itis2
Trichoglossus_ornatus,Trichoglossus_orantus,itis2
Psitteuteles_versicolor,Trichoglossus_versicolor,itis2
Lorius_chlorocercus,Lorius_chlorocerus,itis2
Lorius_domicella,Lorius_domicellus,itis2
Vini_kuhlii,Vini_kuklii,itis2
Vini_stepheni,Vini_stephani,itis2
Charmosyna_aureicincta,Glossopsitta_amabilis,itis2
Charmosyna_diadema,Glossopsitta_diadema,itis2
Charmosyna_josefinae,Glossopsitta_josefinae,itis2
Charmosyna_margarethae,Glossopsitta_margarethae,itis2
Charmosyna_meeki,Glossopsitta_meeki,itis2
Charmosyna_multistriata,Glossopsitta_multistriata,itis2
Charmosyna_palmarum,Glossopsitta_palmarum,itis2
Charmosyna_papou,Glossopsitta_papou,itis2
Charmosyna_placentis,Glossopsitta_placentis,itis2
Charmosyna_pulchella,Glossopsitta_pulchella,itis2
Charmosyna_rubrigularis,Glossopsitta_rubrigularis,itis2
Charmosyna_rubronotata,Glossopsitta_rubronotata,itis2
Charmosyna_toxopei,Glossopsitta_toxopei,itis2
Charmosyna_wilhelminae,Glossopsitta_wilhelminae,itis2
Probosciger_aterrimus,Probosciger_aterrinus,itis2
Calyptorhynchus_banksii,Calyptorhynchus_magnificus,itis2
Eolophus_roseicapilla,Eolephus_roseicapillus,itis2
Cacatua_alba,Cacatura_alba,itis2
Cacatua_ducorpsii,Cacatura_ducorpsi,itis2
Cacatua_galerita,Cacatura_galerita,itis2
Cacatua_goffiniana,Cacatura_goffini,itis2
Cacatua_haematuropygia,Cacatura_haematuropygia,itis2
Cacatua_leadbeateri,Cacatura_leadbeateri,itis2
Cacatua_moluccensis,Cacatura_moluccensis,itis2
Cacatua_ophthalmica,Cacatura_ophthalmica,itis2
Cacatua_sanguinea,Cacatura_sanguinea,itis2
Cacatua_sulphurea,Cacatura_sulphurea,itis2
Cacatua_tenuirostris,Cacatura_tenuirostris,itis2
Micropsitta_bruijnii,Nicropsitta_bruijnii,itis2
Micropsitta_finschii,Nicropsitta_finschii,itis2
Micropsitta_geelvinkiana,Nicropsitta_geelvinkiana,itis2
Micropsitta_keiensis,Nicropsitta_keiensis,itis2
Micropsitta_meeki,Nicropsitta_meeki,itis2
Cyclopsitta_diophthalma,Opopsitta_diophthalma,itis2
Cyclopsitta_gulielmitertii,Opopsitta_gulielmiterti,itis2
Psittaculirostris_edwardsii,Psittaculirostris_edwardsi,itis2
Psittaculirostris_salvadorii,Psittaculirostris_salvadori,itis2
Tanygnathus_megalorynchos,Tanygnathus_megalorhynchus,itis2
Polytelis_swainsonii,Polytelis_swainsoni,itis2
Platycercus_elegans,Platycercus_adelaidae,itis2
Platycercus_adscitus,Platycerus_adscitus,itis2
Platycercus_caledonicus,Platycerus_caledonicus,itis2
Platycercus_elegans,Platycerus_elegans,itis2
Platycercus_eximius,Platycerus_eximius,itis2
Platycercus_icterotis,Platycerus_icterotis,itis2
Platycercus_venustus,Platycerus_venustus,itis2
Northiella_haematogaster,Platycercus_haematogaster,itis2
Neopsephotus_bourkii,Neophema_bourki,itis2
Pezoporus_occidentalis,Geopsittacus_occidentalis,itis2
Strigops_habroptila,Stringops_habroptilus,itis2
Poicephalus_rueppellii,Poicephalus_ruepellii,itis2
Agapornis_canus,Agapornis_cana,itis2
Agapornis_nigrigenis,Agapornis_nigrigensis,itis2
Agapornis_personatus,Agapornis_personata,itis2
Agapornis_pullarius,Agapornis_pullaria,itis2
Agapornis_swindernianus,Agapornis_swinderniana,itis2
Psittacula_calthropae,Psittacula_calthorpae,itis2
Psittacula_cyanocephala,Psittacula_cyanicephala,itis2
Ara_ambiguus,Ara_ambigua,itis2
Primolius_auricollis,Ara_auricollis,itis2
Ara_chloropterus,Ara_chloroptera,itis2
Primolius_couloni,Ara_couloni,itis2
Orthopsittaca_manilata,Ara_manilata,itis2
Primolius_maracana,Ara_maracana,itis2
Ara_militaris,Ara_milstaris,itis2
Diopsittaca_nobilis,Ara_nobilis,itis2
Ara_severus,Ara_severa,itis2
Aratinga_acuticaudata,Aratinga_acuticauda,itis2
Aratinga_auricapillus,Aratinga_auricapilla,itis2
Aratinga_euops,Aratinga_evops,itis2
Guaruba_guarouba,Aratinga_guarouba,itis2
Aratinga_leucophthalma,Aratinga_leucopthalmus,itis2
Aratinga_weddellii,Aratinga_weddelli,itis2
Ognorhynchus_icterotis,Ognorhynchus_icte,itis2
Pyrrhura_hoematotis,Pyrrhura_hoematolis,itis2
Pyrrhura_perlata,Pyrrhura_rodogaster,itis2
Psilopsiagon_aurifrons,Bolborhynchus_aurifrons,itis2
Psilopsiagon_aymara,Bolborhynchus_aymara,itis2
Brotogeris_chrysoptera,Brotogeris_chrysopterus,itis2
Brotogeris_pyrrhoptera,Brotogeris_pyrrhopterus,itis2
Touit_batavicus,Touit_batavica,itis2
Touit_dilectissimus,Touit_dilectissima,itis2
Touit_melanonotus,Touit_melanonota,itis2
Touit_purpuratus,Touit_purpurata,itis2
Touit_stictopterus,Touit_stictoptera,itis2
Touit_surdus,Touit_surda,itis2
Pionites_melanocephalus,Pionites_melanocephala,itis2
Pionopsitta_vulturina,Gypopsitta_vulturina,itis2
Hapalopsittaca_amazonina,Hapalopsittaca_amazonica,itis2
Pionus_chalcopterus,Prionus_chalcopterus,itis2
Pionus_fuscus,Prionus_fuscus,itis2
Pionus_maximiliani,Prionus_maximiliani,itis2
Pionus_menstruus,Prionus_menstruus,itis2
Pionus_senilis,Prionus_senilus,itis2
Pionus_sordidus,Prionus_sordidus,itis2
Pionus_tumultuosus,Prionus_tumultuosus,itis2
Amazona_finschi,Amazona_finschia,itis2
Amazona_guildingii,Amazona_guildingi,itis2
Amazona_imperialis,Amazona_imperalis,itis2
Amazona_tucumana,Amazona_tucumara,itis2
Triclaria_malachitacea,Triclara_malachitacea,itis2
Megascops_asio,Otus_asio,itis2
Megascops_trichopsis,Otus_trichopsis,itis2
Megascops_kennicottii,Otus_kennicotti,itis2
Megascops_nudipes,Otus_nudipes,itis2
Bubo_scandiacus,Nyctea_scandiaca,itis2
Athene_cunicularia,Speotyto_cunicularia,itis2
Phalaenoptilus_nuttallii,Phalaenoptilus_nuttalli,itis2
Amazilia_cyanocephala,Amazilia_verticalis,itis2
Orthorhyncus_cristatus,Orthorhynchus_cristatus,itis2
Megaceryle_alcyon,Ceryle_alcyon,itis2
Megaceryle_torquata,Ceryle_torquata,itis2
Todiramphus_chloris,Halcyon_chloris,itis2
Todiramphus_cinnamominus,Halcyon_cinnamonina,itis2
Melanerpes_carolinus,Centurus_carolinus,itis2
Melanerpes_aurifrons,Centurus_aurifrons,itis2
Melanerpes_uropygialis,Centurus_uropygialis,itis2
Melanerpes_lewis,Asyndesmus_lewis,itis2
Picoides_villosus,Dendrocopos_villosus,itis2
Picoides_pubescens,Dendrocopos_pubescens,itis2
Picoides_scalaris,Dendrocopos_scalaris,itis2
Picoides_nuttallii,Dendrocopos_nuttalli,itis2
Picoides_arizonae,Dendrocopos_arizonae,itis2
Picoides_borealis,Dendrocopos_borealis,itis2
Picoides_albolarvatus,Dendrocopos_albolarvatus,itis2
Tyrannus_savana,Muscivora_tyrannus,itis2
Tyrannus_forficatus,Muscivora_forficata,itis2
Empidonax_hammondii,Empidonax_hammondi,itis2
Contopus_cooperi,Contopus_borealis,itis2
Contopus_cooperi,Nuttallornis_borealis,itis2
Pachyramphus_aglaiae,Platypsaris_aglaiae,itis2
Eremophila_alpestris,Eromophila_alpestris,itis2
Tachycineta_cyaneoviridis,Callichelidon_cyaneoviridis,itis2
Tachycineta_bicolor,Iridoprocne_bicolor,itis2
Delichon_urbicum,Delichon_urbica,itis2
Petrochelidon_fulva,Hirundo_fulva,itis2
Petrochelidon_pyrrhonota,Hirundo_pyrrhonota,itis2
Progne_elegans,Progne_ekegans,itis2
Progne_tapera,Phaeoprogne_tapera,itis2
Cistothorus_palustris,Telmatodytes_palustris,itis2
Toxostoma_crissale,Toxostoma_dorsale,itis2
Acrocephalus_luscinius,Acrocephalus_luscinia,itis2
Horornis_annae,Cettia_annae,itis2
Horornis_diphone,Cettia_diphone,itis2
Pachycephala_tenebrosa,Pitohui_tenebrosus,itis2
Poecile_atricapillus,Parus_atricapillus,itis2
Poecile_carolinensis,Parus_carolinensis,itis2
Poecile_sclateri,Parus_sclateri,itis2
Poecile_gambeli,Parus_gambeli,itis2
Poecile_cinctus,Parus_cinctus,itis2
Poecile_hudsonicus,Parus_hudsonicus,itis2
Poecile_rufescens,Parus_rufescens,itis2
Baeolophus_bicolor,Parus_bicolor,itis2
Baeolophus_atricristatus,Parus_atricristatus,itis2
Baeolophus_inornatus,Parus_inornatus,itis2
Baeolophus_wollweberi,Parus_wollweberi,itis2
Foulehaio_carunculatus,Foulehaio_carunculata,itis2
Basileuterus_culicivorus,Basileuterus_culcivorus,itis2
Helmitheros_vermivorum,Helmitheros_vermivorus,itis2
Setophaga_pinus,Vermivora_pinus,itis2
Leiothlypis_peregrina,Vermivora_peregrina,itis2
Leiothlypis_celata,Vermivora_celata,itis2
Leiothlypis_ruficapilla,Vermivora_ruficapilla,itis2
Leiothlypis_virginiae,Vermivora_virginiae,itis2
Leiothlypis_crissalis,Vermivora_crissalis,itis2
Leiothlypis_luciae,Vermivora_luciae,itis2
Setophaga_americana,Parula_americana,itis2
Setophaga_pitiayumi,Parula_pitiayumi,itis2
Setophaga_petechia,Dendroica_petechia,itis2
Setophaga_magnolia,Dendroica_magnolia,itis2
Setophaga_tigrina,Dendroica_tigrina,itis2
Setophaga_caerulescens,Dendroica_caerulescens,itis2
Setophaga_coronata,Dendroica_coronata,itis2
Setophaga_nigrescens,Dendroica_nigrescens,itis2
Setophaga_townsendi,Dendroica_townsendi,itis2
Setophaga_virens,Dendroica_virens,itis2
Setophaga_chrysoparia,Dendroica_chrysoparia,itis2
Setophaga_occidentalis,Dendroica_occidentalis,itis2
Setophaga_cerulea,Dendroica_cerulea,itis2
Setophaga_fusca,Dendroica_fusca,itis2
Setophaga_dominica,Dendroica_dominica,itis2
Setophaga_graciae,Dendroica_graciae,itis2
Setophaga_pensylvanica,Dendroica_pensylvanica,itis2
Setophaga_castanea,Dendroica_castanea,itis2
Setophaga_striata,Dendroica_striata,itis2
Setophaga_pinus,Dendroica_pinus,itis2
Setophaga_kirtlandii,Dendroica_kirtlandii,itis2
Setophaga_discolor,Dendroica_discolor,itis2
Setophaga_palmarum,Dendroica_palmarum,itis2
